OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
49,4564,LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3,ORD115871"
50,5382,LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
51,5384,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
52,5385,LR2 RC (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019    LR2 RC,ORD123495,04/19/2011    L-2 RC"
53,7250,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
54,5387,LR2 RC (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019    LR2 RC,ORD123495,04/19/2011    L-2 RC"
55,5388,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
56,5390,LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
57,5391,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
58,7252,NR2, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
59,7253,NR2, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
60,2694,LR2, ,123495,4/19/2011 12:00:00 AM, , ,CR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,CR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011    L-2"
61,2697,LR1, ,123495,4/19/2011 12:00:00 AM, , ,CR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
62,2699,LR2, ,123495,4/19/2011 12:00:00 AM, , ,UR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,UR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011    L-2"
63,2700,LR1, ,123495,4/19/2011 12:00:00 AM, , ,CR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,CR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
64,2701,LR1, ,123495,4/19/2011 12:00:00 AM, , ,UR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,UR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
65,2712,LR1, ,123495,4/19/2011 12:00:00 AM, , ,UR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,UR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
66,2714,LR1, ,123495,4/19/2011 12:00:00 AM, , ,CR,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,CR,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
67,2722,LR2, ,123495,4/19/2011 12:00:00 AM, , ,CR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011    L-2"
68,7254,NR3, ,126509,6/15/2022 12:00:00 AM, , ,UR,AL, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , ,UR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
69,7256,NR3, ,126509,6/15/2022 12:00:00 AM, , ,UR,AL, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , ,UR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
70,7257,NR3, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
71,7258,NR3, ,126509,6/15/2022 12:00:00 AM, , ,CR,AL, ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , ,CR,AL, ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
72,5396,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , ,UR,AL, ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , ,UR,AL, ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    LDT"
73,2702,LR1, ,123495,4/19/2011 12:00:00 AM, , , ,AL, ,N,N,,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LDT,,0,,,,,AL,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1,ORD123495,04/19/2011    LDT"
74,5398,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
75,5399,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    LDT"
76,2724,LR2, ,123495,4/19/2011 12:00:00 AM, , ,UR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,UR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011    L-2"
77,5400,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
78,5401,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    L-1"
79,5402,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , ,UR, , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , ,UR, , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
80,5403,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    LDT"
81,2748,LR3 RC, ,123495,4/19/2011 12:00:00 AM, , ,CR, , ,N,N,,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR3 RC,Lowrise 3 Residential-Commercial,Lowrise 3,Lowrise 3 Residential-Commercial,LR3 RC,L-3 RC,,0,,,,CR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR3 RC,ORD123495,04/19/2011    L-3 RC"
82,2724,LR2, ,123495,4/19/2011 12:00:00 AM, , ,UR, , ,N,N,,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,L-2,,0,,,,UR,,,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2,ORD123495,04/19/2011    L-2"
83,5404,LR1 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR1,Lowrise 1,Lowrise 1,Lowrise 1,LR1,LR1, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR1 (M),ORD125791,04/19/2019    LR1,ORD123495,04/19/2011    L-1"
84,5405,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
85,5407,LR3 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR3,Lowrise 3,Lowrise 3,Lowrise 3,LR3,LR3, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR3 (M),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
86,5408,LR2 (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family,Lowrise Multi-Family,LR2,Lowrise 2,Lowrise 2,Lowrise 2,LR2,LR2, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"LR2 (M),ORD125791,04/19/2019    LR2,ORD123495,04/19/2011    L-2"
87,5409,MR (M1), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M1,,Multi-Family,High-Density Multi-Family,MR,Midrise,Midrise,Midrise,MR,LR3, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed.",Chapter 23.45,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.45MU,"MR (M1),ORD125791,04/19/2019    LR3,ORD123495,04/19/2011    L-3"
88,5410,LR2 RC (M), ,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Multi-Family/Residential-Commercial,Lowrise Multi-Family,LR2 RC,Lowrise 2 Residential-Commercial,Lowrise 2,Lowrise 2 Residential-Commercial,LR2 RC,LR2 RC, ,123495,4/19/2011 12:00:00 AM, , , , , ,"is a multifamily residential zone where residential development such as townhouses, rowhouses, and apartments are allowed with certain commercial uses also allowed.",Chapter 23.46,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.46REOM,"LR2 RC (M),ORD125791,04/19/2019    LR2 RC,ORD123495,04/19/2011    L-1 RC"
89,4776,NC3P-75 (M), ,125791,4/19/2019 12:00:00 AM, ,P, , , ,Y,N,M,,Commercial/Mixed Use,Neighborhood Commercial,NC3,Neighborhood Commercial 3,Neighborhood Commercial 3,Neighborhood Commercial 3 Pedestrian-75,NC3P-75,NC3P-65, ,123790,1/27/2012 12:00:00 AM, ,P, , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"NC3P-75 (M),ORD125791,04/19/2019    NC3P-65,ORD123790,01/27/2012    C1-65,ORD117919,12/29/1995    C1-65,ORD117434,04/03/1995    C1-65"
90,4778,C1-55 (M),CF290732,125791,4/19/2019 12:00:00 AM, , , , , ,Y,N,M,,Commercial/Mixed Use,Commercial,C1,Commercial 1,Commercial 1,Commercial 1-55,C1-55,C1-40,CF290732,0,, , , , , ,is a mixed-use zone where both residential and commercial development are allowed.,Chapter 23.47A,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.47ACO,"C1-55 (M),CF290732,ORD125791,04/19/2019    C1-40,CF290732"
